school_id,name,careers_link,rows_now,verdict,evidence
462,Fort Hays State University,https://www.fhsu.edu/humanresourceoffice/positions,1,unclear,links=6 inline=2 roles=3 paging=n iframes=0 text=1953
463,Tabor College,https://tabor.edu/about/employment/,1,unclear,links=2 inline=1 roles=3 paging=n iframes=0 text=3733
464,University of Kansas,https://employment.ku.edu,3,looks-ok-now,links=11 inline=0 roles=0 paging=n iframes=0 text=3424
465,University of Saint Mary,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=e2fb3536-f8be-437c-9f7d-7fc0a8bdb42a&ccId=9200479212914_2&lang=en_US,1,wrong-url,links=0 inline=0 roles=2 paging=n iframes=0 text=3010
466,Bethany College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=06849628-1ff9-4555-9b68-cb637d20bae8&ccId=19000101_000001&type=JS&lang=en_US,1,no-listing-found,links=0 inline=0 roles=1 paging=n iframes=0 text=2096
470,McPherson College,https://my.mcpherson.edu/ICS/Employment/Employment_Landing_Page.jnz?portlet=Employment_Position_Application,1,iframe-listing,links=2 inline=0 roles=0 paging=n iframes=1 text=1341
471,Bethel College-North Newton,https://jobs.bethelks.edu/,3,unclear,links=4 inline=1 roles=1 paging=n iframes=0 text=1151
473,Ottawa University-Ottawa,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=AB201C499D53A5D603D5BE296513B383,0,blocked,links=10 inline=0 roles=40 paging=n iframes=0 text=5816 wall/challenge
474,Ottawa University-Kansas City,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=AB201C499D53A5D603D5BE296513B383,0,blocked,links=10 inline=0 roles=40 paging=n iframes=0 text=5816 wall/challenge
475,Pittsburg State University,https://ebyf.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/preview/76/?mode=location,2,unclear,links=4 inline=2 roles=19 paging=n iframes=0 text=5813
476,Kansas Wesleyan University,https://www.kwu.edu/about/careers/,2,unclear,links=4 inline=0 roles=1 paging=n iframes=0 text=6261
482,Southwestern College,https://www.sckans.edu/about/employment/,1,inline-listing,links=1 inline=5 roles=17 paging=n iframes=0 text=33349
483,Union College,https://www.unionky.edu/about/human-resources/employment-opportunities/faculty-positions,2,unclear,links=3 inline=1 roles=2 paging=n iframes=0 text=4697
485,Western Kentucky University,https://sso.interviewexchange.com/wku/sso.jsp,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=179
487,Lindsey Wilson College,https://lindsey.elluciancrmrecruit.com/Apply/Account/Create,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=7944
488,Thomas More University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4f8993d7-7486-4f03-a125-59b813eb0331&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=0 paging=n iframes=0 text=4659
491,Georgetown College,https://www.georgetowncollege.edu/careers-georgetown-college,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=11507
494,Transylvania University,https://www.transy.edu/employment-opportunities/,1,unclear,links=1 inline=1 roles=1 paging=n iframes=0 text=3200
495,University of Kentucky,https://careers.uky.edu/careers/hr,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=986
497,Spalding University,https://spalding.edu/careers/,1,iframe-listing,links=1 inline=0 roles=0 paging=n iframes=1 text=2577
498,University of Louisville,https://cardinalcareers-csm.symplicity.com/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=252
499,Midway University,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=0360F3B5A2EC741788B51C99C6E17513&jpt=,0,blocked,links=7 inline=0 roles=7 paging=n iframes=0 text=3178 wall/challenge
500,Morehead State University,https://www.moreheadstate.edu/about-msu/leadership/administration/human-resources/careers,1,unclear,links=7 inline=0 roles=1 paging=n iframes=0 text=3562
502,Brescia University,https://www.brescia.edu/employment/,0,blocked,page could not be fetched
503,Kentucky Wesleyan College,https://kwc.edu/about-wesleyan/employment-opportunities/,0,blocked,page could not be fetched
504,University of Pikeville,https://www.upike.edu/offices/human-resources/careers/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3205
505,Alice Lloyd College,https://alc.edu/special-learning-opportunities/,1,unclear,links=1 inline=0 roles=3 paging=n iframes=0 text=11728
507,University of the Cumberlands,https://www.myworkday.com/ucumberlands/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=224
508,Asbury University,https://jobs.asbury.edu/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=217
513,Southeastern Louisiana University,https://wd503.myworkday.com/ulsselu/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=1105
515,McNeese State University,https://www.mcneese.edu/financial-aid/gainful-employment-disclosure-information/,0,wrong-url,links=0 inline=0 roles=1 paging=n iframes=0 text=4705
521,Tulane University of Louisiana,https://tulane-ibqejb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001,0,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=896
523,University of New Orleans,https://www.uno.edu/careers,2,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=15755
526,Louisiana Tech University,https://ulsltu.wd1.myworkdayjobs.com/LATECHCareers,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=652
527,Centenary College of Louisiana,https://www.centenary.edu/directories/offices-services-directory/human-resources/job-opportunities/,2,unclear,links=4 inline=8 roles=20 paging=n iframes=0 text=33339
528,Louisiana State University-Shreveport,https://lsus.edu2.com/topic/programsteps,0,no-listing-found,links=0 inline=0 roles=2 paging=y iframes=0 text=4754
530,Amherst College,https://wd5.myworkday.com/amherst/d/home.htmld,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=161
531,Hampshire College,https://www.hampshire.edu/offices/human-resources/employment-opportunities,0,wrong-url,links=0 inline=0 roles=0 paging=n iframes=0 text=3235
532,University of Massachusetts-Amherst,https://umassamherst.dc4.pageuppeople.com/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=179
535,Cambridge College,https://www.cambridgecollege.edu/es/life-at-cc/career-life-planning-center,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=5919
536,Emerson College,https://emerson.wd5.myworkdayjobs.com/en-US/Emerson_College_ft_faculty,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=2167
538,Fisher College,https://www.fisher.edu/careers,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=3576
539,Northeastern University,https://hr.northeastern.edu/careers/job-listings/,3,unclear,links=7 inline=0 roles=1 paging=n iframes=0 text=3960
546,Massachusetts Maritime Academy,https://www.maritime.edu/human-resources/employment-opportunities,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=5366
547,Harvard University,https://hr.harvard.edu/careers,0,blocked,page could not be fetched
551,College of Our Lady of the Elms,https://www.elms.edu/about-elms/administrative-offices/human-resources/employment/,2,unclear,links=3 inline=1 roles=1 paging=n iframes=0 text=7660
553,Stonehill College,https://jobs.stonehill.edu/hr/sessions/new,0,blocked,page could not be fetched
554,Fitchburg State University,https://jobs.fitchburgstate.edu,0,no-listing-found,links=0 inline=1 roles=2 paging=n iframes=0 text=1493
557,Bay Path University,https://www.paycomonline.net/v4/ats/web.php/portal/3A2948EF284B8722FEE42E01FB156C27/career-page,0,blocked,links=10 inline=0 roles=3 paging=n iframes=0 text=3543 wall/challenge
558,University of Massachusetts-Lowell,https://www.uml.edu/academics/programs/?career=undergraduate&utm_source=home,1,iframe-listing,links=3 inline=0 roles=0 paging=n iframes=2 text=25745
560,Curry College,https://www.curry.edu/about-us/community-resources/human-resources-and-employment/job-opportunities,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=6807
561,Lasell University,https://www.lasell.edu/discover-lasell/employment/about-human-resources.html#nav,2,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=5757
563,Merrimack College,https://merrimack-advocate.symplicity.com/care_report/index.php/pid854103,0,no-listing-found,links=0 inline=0 roles=1 paging=n iframes=0 text=4246
567,Anna Maria College,https://annamaria.edu/work-at-anna-maria/,1,unclear,links=1 inline=0 roles=1 paging=y iframes=0 text=4593
571,American International College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4f7bf2c8-4d1c-459f-99e3-bc1939cfa417&ccId=9201445022114_2&lang=en_US,0,inline-listing,links=0 inline=0 roles=14 paging=n iframes=0 text=5089
573,Western New England University,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=3C67A483237F6A324625AB95D568B0C1&fromClientSide=true,0,blocked,links=10 inline=0 roles=7 paging=n iframes=0 text=3160 wall/challenge
575,Brandeis University,https://www.brandeis.edu/human-resources/careers/faculty-positions.html,3,unclear,links=7 inline=2 roles=2 paging=n iframes=0 text=6087
576,Babson College,https://entrepreneurship.babson.edu/career-outcomes-mba-class-2025/?share=linkedin,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=754
580,Regis College,https://www.regiscollege.edu/about-regis/administrative-offices/department-human-resources/working-regis,1,blocked,page could not be fetched
581,Williams College,https://employment.williams.edu/,2,unclear,links=2 inline=2 roles=1 paging=n iframes=0 text=2491
590,Johns Hopkins University,https://facultyjobs.jhu.edu,2,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=931
593,Notre Dame of Maryland University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=ac3ea3a3-1795-4ceb-80c1-668296dbec35&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=2 paging=n iframes=0 text=4698
599,Mount St. Mary's University,https://inside.msmary.edu/more/human-resources/employment-opportunities/index.html#faculty-jobs,0,blocked,links=0 inline=0 roles=0 paging=n iframes=0 text=105 wall/challenge
602,Capitol Technology University,https://captechu-csm.symplicity.com/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=262
606,St. Mary's College of Maryland,https://apply.interfolio.com/190337,1,unclear,links=1 inline=0 roles=4 paging=n iframes=0 text=8248
609,Towson University,https://towson.taleo.net/careersection/ex/jobsearch.ftl,0,iframe-listing,links=0 inline=1 roles=1 paging=y iframes=1 text=6522
611,University of Maine at Augusta,https://uma.careers.maine.edu/,1,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=3124
612,Husson University,https://www.husson.edu/about/human-resources/index.html,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=2853
613,University of New England,https://une.peopleadmin.com/,1,unclear,links=4 inline=1 roles=1 paging=n iframes=0 text=2827
615,Maine Maritime Academy,https://mainemaritime.edu/employment-at-mma/faculty-positions/,1,unclear,links=3 inline=0 roles=5 paging=n iframes=0 text=4882
616,University of Maine at Farmington,#VALUE!,0,blocked,page could not be fetched
617,University of Maine at Fort Kent,https://www.maine.edu/careers/,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=4431
620,University of Southern Maine,https://usm.careers.maine.edu/,1,looks-ok-now,links=26 inline=0 roles=2 paging=n iframes=0 text=6959
621,University of Maine at Presque Isle,https://www.umpi.edu/human-resources/jobs-at-umpi/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=2179
622,Saint Joseph's College of Maine,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f2ec343d-85b4-4d7e-8b95-cb8f7884af77&ccId=1046385866_1069&type=JS&lang=en_US,1,no-listing-found,links=0 inline=0 roles=2 paging=n iframes=0 text=2049
623,Colby College,https://www.colby.edu/people/offices-directory/human-resources/employment/academic-positions-available/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=1679
626,Siena Heights University,https://www.sienaheights.edu/past-syllabi-employment-and-financial-aid/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=6858
627,Albion College,https://apply.interfolio.com/9409/positions,1,unclear,links=1 inline=0 roles=0 paging=y iframes=0 text=3579
631,University of Michigan-Ann Arbor,https://careers.umich.edu/search-jobs,3,looks-ok-now,links=8 inline=1 roles=1 paging=n iframes=0 text=3528
632,Andrews University,https://andrewsu-advocate.symplicity.com/care_report/index.php/pid627169,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=3302
634,University of Michigan-Dearborn,https://careers.umich.edu/search-jobs,3,looks-ok-now,links=8 inline=1 roles=1 paging=n iframes=0 text=3528
635,University of Detroit Mercy,https://www.udmercy.edu/faculty-staff/hr/jobs.php,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=4650
638,Kettering University,https://www.kettering.edu/co-op-career-design,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=9800
639,University of Michigan-Flint,https://careers.umich.edu/search-jobs,3,looks-ok-now,links=8 inline=1 roles=1 paging=n iframes=0 text=3528
640,Aquinas College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0d6a119c-4b29-473d-aa54-b44806014631&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=4 paging=n iframes=0 text=2886
649,Kalamazoo College,https://provost.kzoo.edu/faculty-information/facultyjobs/?_gl=1*bwrqnp*_ga*Mjg4OTI5Nzk5LjE2MDk5ODgxODg.*_ga_2XRJV6H0DR*MTcwNzY4NzYyNi4yOC4xLjE3MDc2OTMzNzQuMC4wLjA.,3,unclear,links=7 inline=1 roles=1 paging=n iframes=0 text=4315
651,Madonna University,https://www.madonna.edu/resources/human-resources/,2,unclear,links=2 inline=2 roles=4 paging=n iframes=0 text=7711
655,The University of Olivet,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=1e5bff11-ae4c-4b3c-a51f-a1212f1c4119&ccId=19000101_000001&type=MP&lang=en_US,1,wrong-url,links=0 inline=0 roles=2 paging=n iframes=0 text=2737
656,Baker College,https://www.baker.edu/about/get-to-know-us/careers/,3,blocked,links=3 inline=0 roles=1 paging=n iframes=0 text=3996 wall/challenge
658,Rochester University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4ec54663-0058-4347-9828-d4720a7524f4&ccId=19000101_000001&lang=en_US&selectedMenuKey=CareerCenter,1,wrong-url,links=0 inline=0 roles=4 paging=n iframes=0 text=4830
659,Lake Superior State University,https://lssu.elluciancrmrecruit.com/Apply/Account/Create?f=74d097fd-e977-4014-8c74-57ea15a7d036&o=c32620df-99a6-4d73-825b-e072a3556b81&s=35d02c13-f240-e811-80d9-0a19abd13584&IsInquiry=True,0,iframe-listing,links=0 inline=0 roles=0 paging=y iframes=2 text=9867
660,Lawrence Technological University,https://ltu.edu/about/human-resources/job-openings/,3,unclear,links=6 inline=3 roles=6 paging=n iframes=0 text=12247
661,Spring Arbor University,https://springarbor.edu/about/offices-and-schools/human-resources/careers.php,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=3241
662,Walsh College,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=8B50A1FFE490890FFF138330679CB02A&fromClientSide=true,0,blocked,links=1 inline=0 roles=2 paging=n iframes=0 text=1352 wall/challenge
663,Saginaw Valley State University,https://wd503.myworkday.com/svsu/d/home.htmld,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=109
665,Eastern Michigan University,https://secure.dc4.pageuppeople.com/apply/1092/aw/applicationForm/default.asp,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=3502
666,Bemidji State University,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545d2b3d8c70002,3,unclear,links=5 inline=1 roles=1 paging=n iframes=0 text=2826
671,The College of Saint Scholastica,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f49f191a-7524-465b-8442-e0768f85867a&ccId=31713375_2&lang=en_US,1,wrong-url,links=0 inline=1 roles=2 paging=n iframes=0 text=4363
675,Southwest Minnesota State University,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545c27b54900000,3,unclear,links=5 inline=2 roles=4 paging=n iframes=0 text=2840
683,Minnesota State University Moorhead,https://minnstate.wd115.myworkdayjobs.com/Minnesota_State_Careers?Institution=a7c1912089511000d545deb6e32a0001,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=2536
685,Carleton College,https://www.myworkday.com/carleton/d/home.htmld,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=152
686,St Olaf College,https://fa-ewur-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3,0,looks-ok-now,links=8 inline=0 roles=0 paging=n iframes=0 text=789
687,Crown College,https://secure5.entertimeonline.com/ta/CBIZ20706.careers?CareersSearch,1,inline-listing,links=1 inline=4 roles=19 paging=n iframes=0 text=6990
692,Hamline University,https://hamline.wd5.myworkdayjobs.com/Faculty_Career_Site,1,unclear,links=2 inline=2 roles=1 paging=n iframes=0 text=903
698,Gustavus Adolphus College,https://gustavus.edu/about/administrative-offices/human-resources/employment-opportunities-human-resources,3,unclear,links=3 inline=1 roles=1 paging=n iframes=0 text=6540
705,Columbia College,https://www.ccis.edu/careers/jobs,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=3323
707,University of Missouri-Columbia,https://www.umsystem.edu/ums/hr/income,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3298
708,Central Methodist University-College of Liberal Arts and Sciences,https://centralmethodist.edu/about/offices/human-resources/jobs-fayette/index.html,3,unclear,links=3 inline=2 roles=5 paging=n iframes=0 text=2724
710,William Woods University,https://www.williamwoods.edu/employment/adjunct-faculty-employment/,2,inline-listing,links=2 inline=0 roles=6 paging=n iframes=0 text=20259
711,Hannibal-LaGrange University,https://www.hlg.edu/forms/adjunctfacultyapplication/,0,blocked,links=0 inline=0 roles=0 paging=n iframes=0 text=105 wall/challenge
713,Missouri Southern State University,https://www.mssu.edu/financial-services/human-resources/eeoc.php,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3932
714,Avila University,https://www.avila.edu/about/administrative-offices/human-resources/careers/,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=6198
715,Calvary University,https://www.calvary.edu/employment/work-at-calvary/,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=3545
717,Rockhurst University,https://www.rockhurst.edu/about/human-resources/equal-employment-opportunity,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=1751
718,University of Missouri-Kansas City,https://www.umkc.edu/hr/careers/index.html,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=2007
720,William Jewell College,https://www.jewell.edu/employment,2,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=6137
725,College of the Ozarks,https://www.cofo.edu/jobs,3,unclear,links=5 inline=0 roles=14 paging=n iframes=0 text=4237
731,Maryville University of Saint Louis,https://careers.maryville.edu/?_ga=2.65064999.867605969.1689610591-885137803.1623179314,3,unclear,links=4 inline=2 roles=2 paging=n iframes=0 text=4113
734,University of Missouri-St Louis,https://www.umsl.edu/services/hrs/careers/index.html,3,unclear,links=5 inline=0 roles=0 paging=n iframes=2 text=2811
736,Webster University,https://recruiting.adp.com/srccar/public/RTI.home?c=1180715&d=ExternalCareerSite,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=2034
739,Mission University,https://mission.edu/jobs/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=2109
748,William Carey University,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=E66B3C1689D7CACD88837E5AD889588C,0,blocked,links=9 inline=0 roles=14 paging=n iframes=0 text=4459 wall/challenge
758,Montana State University Billings,http://www.mus.edu/hr/jobs.asp,3,looks-ok-now,links=10 inline=0 roles=0 paging=n iframes=0 text=2697
759,Rocky Mountain College,https://www.facebook.com/rockymountaincollege/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=1062
762,The University of Montana-Western,https://www.umwestern.edu/section/vacancy-procedure-documents/,3,unclear,links=4 inline=1 roles=2 paging=n iframes=0 text=2022
763,University of Providence,https://www.uprovidence.edu/employment/,0,unclear,links=1 inline=0 roles=1 paging=n iframes=0 text=4568
764,Montana State University-Northern,https://jobs.msun.edu/postings/2686,2,unclear,links=6 inline=0 roles=0 paging=n iframes=0 text=9342
766,The University of Montana,https://apply.interfolio.com/53871/positions,1,inline-listing,links=1 inline=0 roles=7 paging=y iframes=0 text=4576
769,Belmont Abbey College,https://belmontabbeycollege.edu/about-us/employment,3,unclear,links=4 inline=2 roles=5 paging=n iframes=0 text=15754
780,Davidson College,https://fa-exci-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2,0,looks-ok-now,links=11 inline=0 roles=0 paging=n iframes=0 text=2369
787,Methodist University,https://www.methodist.edu/offices-services/human-resources/,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=4702
789,Greensboro College,https://www.greensboro.edu/employment/,3,unclear,links=6 inline=17 roles=15 paging=n iframes=0 text=5420
795,Lenoir-Rhyne University,https://www.lr.edu/work-at-lr/human-resources,3,unclear,links=3 inline=1 roles=1 paging=n iframes=0 text=2629
799,Mars Hill University,https://jobs.appone.com/marshilluniversity,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=3210
802,University of Mount Olive,https://www.umo.edu/employment/,0,blocked,links=0 inline=0 roles=0 paging=n iframes=0 text=105 wall/challenge
803,Chowan University,https://www.chowan.edu/about/offices/human-resources/workstudyjobs/,2,inline-listing,links=2 inline=3 roles=3 paging=n iframes=0 text=2322
810,North Carolina Wesleyan University,https://ncwu.edu/community/careers/current-openings/faculty-teaching-positions/,2,unclear,links=7 inline=7 roles=15 paging=n iframes=0 text=12759
811,Catawba College,https://www.catawba.edu/jobs/,1,unclear,links=3 inline=1 roles=3 paging=n iframes=0 text=66836
813,Warren Wilson College,https://www.warren-wilson.edu/about/employment/,1,unclear,links=1 inline=1 roles=2 paging=n iframes=0 text=3445
815,Barton College,https://www.barton.edu/academics/academic-career-planning/,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=6010
817,Salem College,https://www.salem.edu/about/employment/limitedtermcustodian/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=9467
818,Wake Forest University,https://wfu.wd1.myworkdayjobs.com/Faculty_Career_Website_live,3,unclear,links=4 inline=4 roles=3 paging=n iframes=0 text=4523
823,North Dakota State University-Main Campus,https://www.ndsu.edu/employment,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=4882
826,Mayville State University,https://www.mayvillestate.edu/campus-life/campus-employment/,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=3022
827,Minot State University,https://www.minotstateu.edu/hr,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=3066
829,Bellevue University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=191fb38a-3b70-4f49-b37f-cb2eda186474&ccId=9201943470232_2&lang=en_US,0,unclear,links=1 inline=1 roles=2 paging=n iframes=0 text=4043
832,Midland University,https://www.midlandu.edu/about/careers/,2,iframe-listing,links=3 inline=0 roles=0 paging=n iframes=1 text=5671
833,Hastings College,https://www.hastings.edu/academics/academic-opportunities/,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=8372
834,University of Nebraska at Kearney,https://unknews.unk.edu/2026/08/25/vail-ziolkowski-beissel-heath-selected-for-endowed-faculty-positions-at-unk/,1,inline-listing,links=2 inline=0 roles=14 paging=y iframes=0 text=7331
835,Nebraska Wesleyan University,https://www.nebrwesleyan.edu/about-nwu/employment/business-office-hr-associate,2,unclear,links=3 inline=2 roles=4 paging=n iframes=0 text=6262
845,York University,https://www.york.edu/about/employment.php#faculty,2,unclear,links=4 inline=5 roles=19 paging=n iframes=0 text=32277
852,University of New Hampshire College of Professional Studies Online,https://cps.unh.edu/online/why-unh-cps-online/career-support,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=9689
855,Colby-Sawyer College,https://secure.entertimeonline.com/ta/ColbySawyer.careers?CareersSearch&ein_id=85020931&career_portal_id=1130757,1,inline-listing,links=1 inline=3 roles=8 paging=n iframes=0 text=5872
861,The College of New Jersey,https://tcnj.taleo.net/careersection/00_ex_faculty/jobsearch.ftl?lang=en,2,looks-ok-now,links=8 inline=0 roles=1 paging=y iframes=0 text=2911
864,Centenary University,https://www.instagram.com/p/DcMh4Y-oP_M/,1,unclear,links=1 inline=0 roles=1 paging=n iframes=0 text=1740
868,Saint Peter's University,https://www.paycomonline.net/v4/ats/web.php/portal/055E28882001FE667534B0880CFCD275/career-page,0,blocked,links=10 inline=0 roles=3 paging=n iframes=0 text=3219 wall/challenge
869,Georgian Court University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0674ba22-8f97-458a-80c0-91217826b19b&ccId=9151465763873_19553&lang=en_US,1,wrong-url,links=0 inline=0 roles=4 paging=n iframes=0 text=3166
872,Drew University,https://drew.edu/about/human-resources/employment-opportunities/,0,blocked,page could not be fetched
873,Fairleigh Dickinson University-Florham Campus,https://www.instagram.com/reel/Db53N_YDMHp/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=1335
876,Saint Elizabeth University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08c27dfd-4a66-473e-ac0f-70b2d10bc070&ccId=19000101_000001&source=CC2&lang=en_US&selectedMenuKey=CurrentOpenings,1,no-listing-found,links=0 inline=0 roles=4 paging=n iframes=0 text=3486
878,New Jersey Institute of Technology,https://jobs.njit.edu,1,looks-ok-now,links=22 inline=10 roles=11 paging=n iframes=0 text=3501
882,Princeton University,http://dof.princeton.edu/academicjobs,3,unclear,links=4 inline=3 roles=9 paging=n iframes=0 text=7351
884,Fairleigh Dickinson University-Metropolitan Campus,https://www.instagram.com/reel/Db53N_YDMHp/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=1335
885,Thomas Edison State University,https://tesu.elluciancrmrecruit.com/Apply/Account/ProspectInquiry?f=a5c390e3-cba0-4376-b596-8fba5466af6e&o=8a362f72-262c-48bc-a36d-c5d6e0f75af6&s=c1a80143-768e-e311-a614-00155d01181f,0,iframe-listing,links=0 inline=0 roles=2 paging=y iframes=1 text=12644
891,University of New Mexico-Main Campus,https://unmjobs.unm.edu/,1,unclear,links=7 inline=0 roles=0 paging=n iframes=0 text=3382
893,University of the Southwest,https://www.usw.edu/faculty-openings,3,unclear,links=4 inline=2 roles=2 paging=n iframes=0 text=1518
895,New Mexico Highlands University,https://www.paycomonline.net/v4/ats/web.php/portal/2881FFE43C19E2921F626A9C2B366153/career-page,0,blocked,links=10 inline=0 roles=1 paging=n iframes=0 text=3611 wall/challenge
897,Institute of American Indian and Alaska Native Culture and Arts Development,https://iaia.edu/about/employment/,3,unclear,links=5 inline=0 roles=1 paging=n iframes=0 text=12297
899,New Mexico Institute of Mining and Technology,https://www.nmt.edu/hr/employment.php,2,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=3734
905,Excelsior University,https://www.excelsior.edu/career-training,1,unclear,links=6 inline=1 roles=3 paging=n iframes=0 text=10362
907,University at Albany,https://albany.interviewexchange.com/jobsearchfrm.jsp,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=583
909,Daemen University,https://www.daemen.edu/about/working-daemen/employment-opportunities,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=5989
910,Bard College,https://www.bard.edu/humanresources/employment/,1,inline-listing,links=2 inline=7 roles=6 paging=n iframes=0 text=5859
912,SUNY Brockport,https://www.brockport.edu/support/human-resources/careers/,2,unclear,links=4 inline=1 roles=2 paging=n iframes=0 text=6813
